"wd_id","wd_id_new","population","name_ar","name_bn","name_de","name_en","name_es","name_fr","name_el","name_hi","name_hu","name_id","name_it","name_ja","name_ko","name_nl","name_pl","name_pt","name_ru","name_sv","name_tr","name_vi","name_zh"
"Q265994","","","مطار نورمبرغ","","Flughafen Nürnberg","Nuremberg Airport","Aeropuerto de Núremberg","aéroport de Nuremberg","","","Nürnbergi repülőtér","","Aeroporto di Norimberga","ニュルンベルク空港","","Luchthaven Neurenberg","Port lotniczy Norymberga","Aeroporto de Nuremberga","Нюрнберг","Flughafen Nürnberg","","Sân bay Nuremberg","纽伦堡机场"
"Q174140","","","مطار سانجستر الدولي","","Sangster International Airport","Sangster International Airport","Aeropuerto Internacional Sir Donald Sangster","aéroport international Donald-Sangster","","","","Bandar Udara Internasional Sangster","Aeroporto di Montego","サングスタ国際空港","","Sangster International Airport","Port lotniczy Montego Bay","Aeroporto Internacional Sangster","Международный аэропорт имени Сангстера","Sangster International Airport","","Sân bay quốc tế Sangster","蒙特哥貝"
"Q60910","","","مطار مالبينسا","","Flughafen Mailand-Malpensa","Milan–Malpensa Airport","Aeropuerto de Milán-Malpensa","aéroport de Milan Malpensa","","माल्पेन्सा विमानक्षेत्र","Milánó-Malpensai repülőtér","Bandar Udara Internasional Malpensa","Aeroporto di Milano-Malpensa","ミラノ・マルペンサ国際空港","밀라노 말펜사 공항","Luchthaven Milaan-Malpensa","Port lotniczy Mediolan-Malpensa","Aeroporto de Milão-Malpensa","Миланский аэропорт Мальпенса","Milano-Malpensa flygplats","Milan-Malpensa Havalimanı","Sân bay quốc tế Malpensa","米兰－马尔彭萨机场"
"Q1781135","","","","","Kona International Airport at Keahole","Kona International Airport","Aeropuerto Internacional de Kona","aéroport international de Kona","","","","","","コナ国際空港","","Kona International Airport","","Aeroporto Internacional de Kona","Кона","","","","科納國際機場"
"Q1857178","","","","","Richmond International Airport","Richmond International Airport","Aeropuerto Internacional de Richmond","Richmond International Airport","","","","","Aeroporto Internazionale di Richmond","リッチモンド国際空港","","Richmond International Airport","Port lotniczy Richmond","","","","","","里士满国际机场"
"Q1835533","","","","চণ্ডীগড় আন্তর্জাতিক বিমানবন্দর","","Chandigarh Airport","Aeropuerto de Chandigarh","","","चंडीगढ़ विमानक्षेत्र","","","","チャンディーガル空港","","","Port lotniczy Czandigarh","","","Chandigarh Airport","","","昌迪加爾機場"
"Q1877066","","","","","","Kumasi Airport","Aeropuerto de Kumasi","aéroport de Kumasi","","","","Bandar Udara Kumasi","","クマシ空港","","Luchthaven Kumasi","Port lotniczy Kumasi","","","Kumasi Airport","","","庫馬西"
"Q2247582","","","","","","Jammu Airport","Aeropuerto de Jammu","","","जम्मू विमानक्षेत्र","","","","ジャンムー空港","","","","","","Jammu Airport","","Sân bay Jammu","加穆機場"
"Q2247541","","","","বিশাখাপত্তনম বিমানবন্দর","","Visakhapatnam Airport","Aeropuerto de Visakhapatnam","aéroport de Visakhapatnam","","विशाखापट्टनम विमानक्षेत्र","","Bandar Udara Visakhapatnam","","ヴィシャーカパトナム空港","","","Port lotniczy Visakhapatnam","","Вишакхапатнам","Visakhapatnam Airport","","Sân bay Visakhapatnam","維沙卡帕特南機場"
"Q385356","","","","শ্রী গুরু রামদাস জী আন্তর্জাতিক বিমানবন্দর","Flughafen Amritsar","Sri Guru Ram Dass Jee International Airport","Aeropuerto Internacional Sri Guru Ram Dass Jee","aéroport international de Raja Sansi","","श्री गुरु रामदास जी अन्तर्राष्ट्रीय विमानक्षेत्र","","Bandar Udara Internasional Raja Sansi","","アムリトサル国際空港","","","Port lotniczy Amritsar","","Международный аэропорт имени Раджа Санси","Amritsar","","Sân bay quốc tế Raja Sansi","阿姆利則國際機場"
"Q385191","","","مطار الغردقة الدولي","","Flughafen Hurghada","Hurghada International Airport","Aeropuerto Internacional de Hurghada","aéroport international de Hurghada","","","","Bandar Udara Internasional Hurghada","Aeroporto Internazionale di Hurghada","フルガダ国際空港","후르가다 국제공항","Luchthaven Hurghada","Port lotniczy Hurghada","Aeroporto Internacional de Hurghada","Хургада","Hurghada flygplats","","Sân bay quốc tế Hurghada","古尔代盖国际机场"
"Q371471","","","","","Flughafen Vágar","Vágar Airport","Aeropuerto de Vágar","aéroport de Vágar","","","Vágari repülőtér","Bandar Udara Vágar","Aeroporto di Vágar","ヴォーアル空港","보가르 공항","Luchthaven Vágar","Port lotniczy Vágar","","Вагар","Vágar flygplats","Vágar Havaalanı","Sân bay Vágar","沃格機場"
"Q374558","","","مطار تايتشونغ","","","Taichung Airport","Aeropuerto de Taichung","aéroport de Taichung","","","","Bandar Udara Taichung","","台中空港","타이중 공항","","Port lotniczy Taizhong","","","","","Sân bay Đài Trung","臺中清泉崗機場"
"Q2492784","","","","","Flughafen Charkiw","Kharkiv International Airport","Aeropuerto Internacional de Járkov","aéroport international de Kharkiv","","","","","","ハルキウ空港","","Luchthaven Charkov Osnova","Port lotniczy Charków-Osnowa","Aeroporto Internacional de Carcóvia","Харьков","","Harkiv Uluslararası Havalimanı","","哈爾科夫國際機場"
"Q2443546","","","","","","Kananga Airport","","","","","","Bandar Udara Kananga","","カナンガ空港","","Luchthaven Kananga","Port lotniczy Kananga","","","Kananga Airport","","","卡南加機場"
"Q2361055","","","مطار تاييوان وسو الدولية","","","Taiyuan Wusu International Airport","Aeropuerto Internacional Wusu","aéroport international de Taiyuan Wusu","","","","","","太原武宿国際空港","","Taiyuan Wusu International Airport","Port lotniczy Taiyuan-Wusu","Aeroporto de Taiyuan Wusu","Тайюань","Taiyuan Wusu International Airport","","Sân bay quốc tế Vũ Túc Thái Nguyên","太原武宿国际机场"
"Q2308399","","","","","","Ramón Villeda Morales International Airport","Aeropuerto Internacional Ramón Villeda Morales","aéroport international Ramón Villeda Morales","","","","Bandar Udara Internasional Ramón Villeda Morales","Aeroporto Internazionale Ramón Villeda Morales","ラモン・ビジェダ・モラレス国際空港","","Ramón Villeda Morales International Airport","Port lotniczy San Pedro Sula","Aeroporto Internacional Ramón Villeda Morales","","Ramón Villeda Morales International Airport","","Sân bay quốc tế Ramón Villeda Morales","聖佩德羅蘇拉"
"Q485662","","","","","","Gwangju Airport","Aeropuerto de Gwangju","aéroport de Gwangju","","","","Bandar Udara Gwangju","","光州空港","광주공항","","Port lotniczy Kwangju","Aeroporto de Gwangju","","","","Sân bay Gwangju","光州機場"
"Q483254","","","","","Flughafen Daegu","Daegu International Airport","Aeropuerto Internacional de Daegu","aéroport international de Daegu","","","","Bandar Udara Internasional Daegu","","大邱国際空港","대구국제공항","","Port lotniczy Taegu","Aeroporto Internacional de Daegu","Тэгу","Daegu International Airport","","Sân bay Daegu","大邱國際機場"
"Q483675","","","","","Flughafen Cheongju","Cheongju International Airport","Aeropuerto Internacional de Cheongju","aéroport de Cheongju","","","","Bandar Udara Internasional Cheongju","","清州国際空港","청주국제공항","","Port lotniczy Cheongju","Aeroporto Internacional de Cheongju","Чхонджу","Cheongju International Airport","","Sân bay Cheongju","清州國際機場"
"Q484730","","","","","","Ulsan Airport","Aeropuerto de Ulsan","aéroport d'Ulsan","","","","Bandar Udara Ulsan","","蔚山空港","울산공항","","Port lotniczy Ulsan","Aeroporto de Ulsan","","Ulsan Airport","","Sân bay Ulsan","蔚山機場"
"Q7703252","","","","","Terrance B. Lettsome International Airport","Terrance B. Lettsome International Airport","Aeropuerto Internacional Terrance B. Lettsome","","","","","Bandar Udara Internasional Terrance B. Lettsome","","テラス・B・レットサム国際空港","테랜스 B. 렛섬 국제공항","","Port lotniczy Terrance B. Lettsome","","","","","","Terrance B. Lettsome國際機場"
"Q7580920","","","","","","Springfield-Branson National Airport","","","","","","","","スプリングフィールド・ブランソン・ナショナル空港","","","Port lotniczy Springfield – Branson","","","","","","春田市"
"Q938233","","","","","Flughafen Sultan Syarif Kasim II","Sultan Syarif Kasim II Airport","","aéroport international Sultan Syarif Qasim II","","","","Bandar Udara Internasional Sultan Syarif Kasim II","","スルタン・シャリフ・カシムII国際空港","","","Port lotniczy Pekanbaru","","","Sultan Syarif Kasim II International Airport","","Sân bay quốc tế Sultan Syarif Qasim II","北乾巴魯"
"Q912583","","","","","Flughafen Hat Yai","Hat Yai International Airport","Aeropuerto Internacional de Hat Yai","aéroport international de Hat Yai","","","","Bandar Udara Internasional Hat Yai","","ハートヤイ国際空港","","Internationale Luchthaven Hat Yai","Port lotniczy Hat Yai","","Хатъяй","Hat Yai internationella flygplats","","Sân bay quốc tế Hat Yai","合艾国际机场"
"Q1050707","","","","","Flughafen Paphos","Paphos International Airport","Aeropuerto Internacional de Pafos","aéroport international de Paphos","Διεθνές Αεροδρόμιο Πάφου","","Páfoszi nemzetközi repülőtér","","Aeroporto Internazionale di Pafo","パフォス国際空港","","Luchthaven Paphos","Port lotniczy Pafos","Aeroporto Internacional de Pafos","Пафос","Paphos International Airport","Baf Uluslararası Havalimanı","Sân bay quốc tế Paphos","帕福斯国际机场"
"Q917528","","","","","Spokane International Airport","Spokane International Airport","Aeropuerto Internacional de Spokane","","","","","","","スポケーン国際空港","","","","","","","","Sân bay quốc tế Spokane","斯波坎国际机场"
"Q1175431","","","","","Gold Coast Airport","Gold Coast Airport","Aeropuerto de la Costa Dorada","aéroport international de Gold Coast","","","","Bandar Udara Gold Coast","Aeroporto di Gold Coast","ゴールドコースト空港","골드코스트 공항","Gold Coast Airport","Port lotniczy Gold Coast","Aeroporto de Gold Coast","Голд-Кост","Gold Coast Airport","","Sân bay Gold Coast","黄金海岸机场"
"Q1144233","","","","","Flughafen Korfu","Corfu International Airport","Aeropuerto Internacional de Corfú-Ioannis Kapodistrias","aéroport de Corfou","Κρατικός Αερολιμένας Κέρκυρας «Ιωάννης Καποδίστριας»","","Korfui nemzetközi repülőtér","Bandar Udara Internasional Corfu","Aeroporto di Corfù-Giovanni Capodistria","コルフ国際空港","코르푸 국제공항","Luchthaven Korfoe Ioannis Kapodistrias","Port lotniczy Korfu","","Керкира","Korfus flygplats","","Sân bay quốc tế Corfu","克基拉岛扬尼斯·卡波迪斯特里亚斯国际机场"
"Q1061437","","","","","Chicago Midway Airport","Chicago Midway International Airport","Aeropuerto Internacional Midway","aéroport international Midway de Chicago","Διεθνές Αεροδρόμιο Μίντγουέι","","","","Aeroporto Internazionale di Chicago Midway","シカゴ・ミッドウェー国際空港","시카고 미드웨이 국제공항","Chicago Midway International Airport","Port lotniczy Chicago-Midway","Aeroporto Internacional Midway","Международный аэропорт Чикаго Мидуэй","Chicago Midway International Airport","","Sân bay quốc tế Chicago Midway","芝加哥中途国际机场"
"Q1163183","","","","","Flughafen Charleston","Charleston International Airport","Aeropuerto Internacional de Charleston","aéroport international de Charleston","","","","","","チャールストン国際空港","","","Port lotniczy Charleston","","","","","Sân bay quốc tế Charleston","查爾斯頓國際機場"
"Q1135486","","","","","Dayton International Airport","Dayton International Airport","Aeropuerto Internacional de Dayton","aéroport international de Dayton","","","","","Aeroporto Internazionale di Dayton","デイトン国際空港","","Dayton International Airport","","","","","","Sân bay quốc tế Dayton","代頓國際機場"
